"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Elke Schreiber","F","SBD","Single-ply",22,"20-23","Juniors",62.7,"67.5",145,155,162.5,NA,162.5,67.5,-72.5,72.5,NA,72.5,140,152.5,-160,NA,152.5,387.5,"3",417.67,421.84,368.83,533.22,"Yes","Germany","EPF","2007-06-12","Bulgaria","","European Juniors Powerlifting Championships",773667,3
"Terron Robey","M","SBD","Raw",23.5,"24-34","MR-O",72.5,"74",177.5,-182.5,-182.5,NA,177.5,100,105,-110,NA,105,215,227.5,-235,NA,227.5,510,"1",372.3,372.3,360.41,545.76,"Yes","","USAPL","2019-01-19","USA","WI","WI State Championship",677419,3
"Kimmo Karjalainen","M","SBD","Raw",42.5,"40-44","Over 40",92.3,"93",160,170,190,NA,190,130,140,150,NA,150,200,-220,NA,NA,200,540,"1",340.45,347.26,327.89,491.45,"Yes","","SVNL","2015-11-07","Finland","","Klassisen voimanoston Etelä-Suomen aluemestaruus",1006404,4
"Kelley Sherwin","F","SBD","Raw",42.5,"40-44","FR-O",45.9,"47",82.5,92.5,-95,NA,92.5,47.5,55,-60,NA,55,107.5,117.5,125,NA,125,272.5,"1",372.73,380.18,332.91,547.87,"Yes","","USAPL","2015-06-13","USA","WI","Badger Open",706461,3
"Marcin Kapala","M","SBD","Single-ply",22.5,"20-23","Juniors",82.93,"83",270,280,-290,NA,280,160,170,175,NA,175,240,260,-272.5,NA,260,715,"5",477.5,477.5,460.94,593.72,"Yes","Poland","IPF","2015-08-31","Czechia","","World Sub-Juniors & Juniors Powerlifting Championships",1032189,3
"Jussi Huhtanen","M","SBD","Single-ply",24.5,"24-34","Open",67.3,"67.5",240,250,255,NA,255,120,125,127.5,NA,127.5,250,260,-265,NA,260,642.5,"3",496.56,496.56,481.7,614.38,"Yes","Finland","EPF","1992-05-03","Denmark","","Men's European Powerlifting Championships",783586,3
"Mariah Connor-Brown","F","SBD","Raw",17.5,"18-19","F-C-U18",83.7,"84",70,80,87.5,NA,87.5,62.5,67.5,71,NA,71,107.5,116,120,NA,120,278.5,"1",248.8,263.72,217.56,428.04,"Yes","UK","EPA","2018-03-17","England","","North Midlands Spring Divisional",230285,3
"Alfred Pope","M","SBD","Raw",20.5,"20-23","Open",79.6,"83",195,210,-215,NA,210,115,-120,-120,NA,115,245,260,265,NA,265,590,"2",404.07,412.15,390.37,602.49,"Yes","","PA","2017-12-16","Australia","QLD","BNB Blast V",197974,3
"Kalle Räsänen","M","SBD","Wraps",28,"24-34","M-O",99.4,"100",320,340,360,NA,360,130,150,170,NA,170,320,340,-360,NA,340,870,"1",530.76,530.76,510.19,806.11,"","Finland","FPO","2019-02-02","Finland","","Season Opener",1382612,3
"Irene Stabile Lacasta","F","SBD","Raw",22.5,"20-23","JUN",52.15,"57",80,85,90,NA,90,45,50,-55,NA,50,95,102.5,107.5,NA,107.5,247.5,"3",307.86,307.86,272.86,461.15,"Yes","","AEP","2018-07-21","Spain","","Open de Andalucia de Powerlfting y Press Banca Raw",589684,3
"Nathan Wallace","M","SBD","Wraps",26,"24-34","M-OR",94,"100",210,235,-255,NA,235,155,162.5,-165,NA,162.5,280,305,-315,NA,305,702.5,"4",439.1,439.1,422.72,657.16,"","Australia","GPC-AUS","2014-01-01","Australia","QLD","QLD State Titles",6423,3
"Lucas Hügerich","M","SBD","Raw",22,"20-23","Juniors",99.5,"105",240,252.5,262.5,NA,262.5,157.5,163,165,NA,165,245,-265,-269.5,NA,245,672.5,"1",410.1,414.2,394.2,603.52,"Yes","Germany","BVDK","2016-09-16","Germany","BB","DM Classic/RAW Kraftdreikampf",17165,3
"Diego Soria","M","SBD","Raw",17.5,"18-19","Sub-Juniors",59,"59",150,160,170,NA,170,95,102.5,107.5,NA,107.5,180,192.5,202.5,NA,202.5,480,"1",415.76,440.71,405.43,601.59,"Yes","Ecuador","FESUPO","2016-12-08","Peru","","Campeonato Sudamericano de Powerlifting Classic",1349511,3
"P.O. Larsson","M","SBD","Single-ply",49.5,"45-49","Masters 2",118.32,"120",260,275,-280,NA,275,205,-210,-210,NA,205,260,270,-280,NA,270,750,"4",432.64,481.53,413.16,513.99,"Yes","Sweden","IPF","2017-10-01","Sweden","","World Masters Powerlifting Championships",1031244,3
"Nikolay Godopeter","M","SBD","Single-ply",17.5,"18-19","Open",67.5,"67.5",185,-195,-205,NA,185,107.5,115,-117.5,NA,115,230,-240,-240,NA,230,530,"7",408.64,433.16,396.37,517.13,"Yes","","FPR","2007-01-25","Russia","","Central District Powerlifting Championships",961246,3
"Len Merito","M","SBD","Raw",29.5,"24-34","Open",144.5,"120+",260,275,-285,NA,275,185,192.5,-197.5,NA,192.5,250,270,-290,NA,270,737.5,"1",410.22,410.22,388.12,542.73,"Yes","","NZPF","2017-06-10","New Zealand","AKL","North Island Powerlifting Championships",929906,3
"Jeanette Wust","F","SBD","Single-ply",39.5,"35-39","Open",42.7,"44",95,-105,-105,NA,95,42.5,45,-47.5,NA,45,105,115,120,NA,120,260,"6",373.34,373.34,336.08,458.83,"Yes","Australia","IPF","1991-06-23","India","DL","Women's World Powerlifting Championships",1033774,3
"Martin Mattos","M","SBD","Multi-ply",33,"24-34","Open",65.5,"67.5",180,200,210,NA,210,100,-110,110,NA,110,180,-200,200,NA,200,520,"2",410.87,410.87,398.93,518.93,"","","AAP","2014-06-19","Argentina","","Campeonato Aregentino",942262,3
"Ruslan Noskov","M","SBD","Wraps",21,"20-23","Juniors",106.6,"110",-220,220,245,NA,245,155,165,-170,NA,165,260,-275,275,NA,275,685,"3",407.2,415.35,390.53,590.98,"","Russia","WRPF","2016-11-17","Russia","","Amateur World Championships",797345,3
"Yuriy Gadzhibalaev","M","SBD","Wraps",33.5,"24-34","Open",89.9,"90",-230,-230,230,NA,230,130,140,-150,NA,140,220,230,-235,NA,230,600,"5",383.25,383.25,369.34,565.18,"","","BB","2011-05-28","Russia","","Eurolifting",221305,3
"Yaroslav Chayka","M","BD","Raw",45,"45-49","Open",99.1,"100",NA,NA,NA,NA,NA,185,195,-200,NA,195,290,-317.5,320,NA,320,515,"1",314.57,331.87,302.41,NA,"","Russia","IPL","2018-12-06","Russia","","World Championships",868280,8
"Philip Shen","M","SBD","Raw",18.5,"18-19","MR-T3",70.2,"74",130,-142.5,145,NA,145,90,97.5,100,NA,100,142.5,155,165,NA,165,410,"2",306.58,318.84,297.04,433.07,"Yes","","USAPL","2019-01-13","USA","NJ","Garden State Winter War",696005,3
"Eskild Sommernes","M","SBD","Raw",59.5,"55-59","Masters 60-69",99.5,"105",110,125,140,NA,140,110,117.5,122.5,NA,122.5,200,215,225,NA,225,487.5,"2",297.29,390.93,285.76,414.2,"Yes","Norway","NSF","2018-04-26","Norway","","NM Ungdom Junior Veteran Utstyrsfritt",560946,3
"Rolf Gross","M","SBD","Single-ply",33,"24-34","Open",80.4,"83",142.5,162.5,-180,NA,162.5,105,-115,-115,NA,105,180,200,-225.5,NA,200,467.5,"2",318.16,318.16,307.31,416.07,"Yes","","BVDK","2014-04-26","Germany","BY","Bayrische Meisterschaft im Kraftdreikampf",17287,3
"Antun Firanj","M","SBD","Wraps",23,"20-23","M-J",80,"82.5",200,215,225,NA,225,125,-132.5,-132.5,NA,125,250,265,-277.5,NA,265,615,"2",419.86,419.86,405.58,629.39,"","","WRPF-SRB","2018-12-01","Serbia","","Serbian Championships",802403,3
"Alaina Valenciano","F","SBD","Raw",17.5,"18-19","FR-C",56.3,"57",75,82.5,-95,NA,82.5,47.5,57.5,60,NA,60,100,115,-127.5,NA,115,257.5,"1",301.71,319.81,266.85,463.91,"Yes","","USAPL","2016-12-10","USA","WA","Team Phoinix Holiday Classic",666778,3
"Rickey Dale Crain","M","SBD","Single-ply",30,"24-34","",74.7,"75",305,-317.5,-317.5,NA,305,160,170,172.5,NA,172.5,312.5,325,-327.5,NA,325,802.5,"1",573.43,573.43,554.74,702.14,"","USA","USPF","1983-07-23","USA","TX","Senior National Championships",106541,3
"Tony Wightman","M","SBD","Raw",64.5,"60-64","M-C-M3",81.75,"83",125,130,NA,NA,130,77.5,-82.5,82.5,NA,82.5,170,177.5,NA,NA,177.5,390,"1",262.71,380.93,253.67,362.14,"Yes","","EPA","2017-08-12","UK","","East Midlands Master Juniors & Novices",229994,5
"Thomas Soto","M","SBD","Single-ply",19.5,"20-23","M-Jr",59,"59",152.5,165,177.5,NA,177.5,92.5,102.5,112.5,NA,112.5,195,212.5,-227.5,NA,212.5,502.5,"1",435.25,448.31,424.44,542.05,"Yes","USA","USAPL","2015-09-26","USA","TX","Iron Wars",729279,3
"Drew Heckman","M","SBD","Wraps",35,"35-39","MOR",121.61,"125",302.5,330,-342.5,NA,330,185,200,-207.5,NA,200,307.5,330,347.5,NA,347.5,877.5,"2",502.97,502.97,479.71,724.93,"","","UPA","2017-11-18","USA","IA","Power Weekend",1361638,3
"Mirelle Khoury","F","SBD","Raw",24.5,"24-34","",119.6,"84+",120,130,140,NA,140,75,80,82.5,NA,82.5,160,172.5,182.5,NA,182.5,405,"1",324.05,324.05,274.64,543.81,"Yes","","APU","2018-08-05","Australia","NSW","Campbelltown Open 2",1255660,3
"Petri Pääkkönen","M","SBD","Wraps",30.5,"24-34","Open",137.3,"140",270,-300,-300,NA,270,172.5,-180,NA,NA,172.5,320,335,NA,NA,335,777.5,"6",435.76,435.76,413.2,592.39,"","Finland","FPO","2014-10-25","Finland","","Arto Lyytikäinen Memorial",1382297,5
"Aleksandr Nekipelov","M","SBD","Multi-ply",20,"20-23","Open",74.95,"75",280,300,330,NA,330,210,-217.5,217.5,NA,217.5,262.5,275,-287.5,NA,275,822.5,"3",586.35,603.94,567.19,716.61,"","Russia","WPC","2007-11-03","Russia","","WPO Semi Finals",1249853,3
"Stephen Goff","M","SBD","Raw",27.5,"24-34","MR-O",88.9,"93",157.5,165,170,NA,170,110,-115,-117.5,NA,110,187.5,197.5,202.5,NA,202.5,482.5,"6",309.98,309.98,298.8,441.29,"Yes","","USAPL","2015-12-12","USA","GA","Georgia & Southern States",741152,3
"Lauren Leedy","F","SBD","Raw",16.5,"16-17","FR-V",99.35,"84+",132.5,-135,-135,NA,132.5,52.5,-57.5,57.5,NA,57.5,-162.5,165,-175,NA,165,355,"8",296.14,319.83,254.61,510.48,"Yes","","USAPL","2019-03-28","USA","LA","High School Nationals",730704,3
"Audrey Dubreucq","F","SBD","Multi-ply",30.5,"24-34","O",53.9,"56",125,-135,-135,NA,125,70,-77.5,77.5,NA,77.5,150,-157.5,157.5,NA,157.5,360,"2",436.45,436.45,386.41,535.19,"","France","GPC","2010-07-29","Ireland","","European Championships",1236824,3
"仲宗根 俊光","M","SBD","Single-ply",36,"35-39","Open",88.65,"90",235,250,-255,NA,250,160,-170,170,NA,170,220,240,-245,NA,240,660,"9",424.64,424.64,409.35,532,"Yes","","JPA","2000-08-11","Japan","","Japanese Men's Nationals",61367,3
"DeAngelo Jones","M","SBD","Single-ply",16,"16-17","V",59.2,"60",127.5,145,-150,NA,145,85,97.5,-102.5,NA,97.5,155,-172.5,-182.5,NA,155,397.5,"6",343.23,387.85,334.64,442.18,"Yes","","USAPL","2008-04-04","USA","MI","High School Nationals",191839,3
"Manuela Bakker","F","SBD","Raw",41,"40-44","Masters 40-49",61.95,"63",130,142.5,147.5,NA,147.5,77.5,80,-85,NA,80,140,150,-157.5,NA,150,377.5,"1",410.63,414.74,362.67,660.25,"Yes","","NSF","2018-12-22","Norway","","Åpent stevne",573102,3
"Allen Ottolangui","M","SBD","Raw",56,"55-59","M-C-M2",73.7,"74",150,165,-175,NA,165,95,-100,-100,NA,95,170,-190,-190,NA,170,430,"1",310.2,386.51,300.18,441.16,"Yes","","EPA","2016-11-26","England","","All Midlands Masters Classic Cup",237613,3
"Magnus Egerdahl","M","SBD","Raw",19.5,"20-23","Juniors 19-23",78.62,"83",190,200,-207.5,NA,200,120,125,127.5,NA,127.5,195,205,210,NA,210,537.5,"1",371.06,382.19,358.57,546.17,"Yes","","NSF","2018-02-24","Norway","","Regionmesterskap Østafjell utstyrsfritt",557789,3
"Dmytro Derevyanko","M","SBD","Single-ply",18.5,"18-19","Open",87,"90",232.5,240,245,NA,245,130,-135,-135,NA,130,225,-237.5,-237.5,NA,225,600,"17",389.93,405.53,376.04,494.03,"Yes","Ukraine","UkrainePF","2003-12-18","Ukraine","","Ukrainian Powerlifting Cup",39645,3
"Sean Burke #2","M","SBD","Raw",25.5,"24-34","MR-O",91.2,"93",-212.5,212.5,-222.5,NA,212.5,142.5,-152.5,152.5,NA,152.5,220,235,252.5,NA,252.5,617.5,"6",391.6,391.6,377.26,578.65,"Yes","","USAPL","2018-06-30","USA","TX","Summer Power Fest",714505,3
"Sergiy Teshu","M","SBD","Single-ply",14.5,"13-15","Open",73.65,"75",200,210,-215,NA,210,105,115,117.5,NA,117.5,190,200,NA,NA,200,527.5,"4",380.72,449.25,368.43,486.96,"Yes","","UkrainePF","1991-08-22","Ukraine","","Ukrainian Powerlifting Cup",33135,4
"Abdelkader Aissa","M","SBD","Single-ply",39.5,"35-39","Open",67.16,"67.5",-210,-210,210,NA,210,145,150,-152.5,NA,150,-285,285,-295,NA,285,645,"8",499.32,499.32,484.41,617.38,"Yes","Algeria","IPF","2009-11-02","India","","World Powerlifting Championships",1049497,3
"Renato Capillas Jr","M","SBD","Raw",25.5,"24-34","MR-O",73.4,"74",170,175,182.5,NA,182.5,95,97.5,102.5,NA,102.5,-210,210,230,NA,230,515,"7",372.6,372.6,360.6,546.82,"Yes","","USAPL","2018-06-24","USA","NJ","New Jersey State Championship",760081,3
"Damarrio Holloway","M","SBD","Single-ply",33.5,"24-34","Open",65.84,"66",250,-262.5,262.5,NA,262.5,170,177.5,180,NA,180,260,275,282.5,NA,282.5,725,"4",570.41,570.41,553.73,695.17,"Yes","USA","IPF","2014-11-03","USA","CO","World Powerlifting Championships",1040872,3
"Matthew Levit","M","SBD","Raw",23.5,"24-34","MR-O",64.3,"66",160,-165,165,NA,165,97.5,102.5,-105,NA,102.5,175,185,197.5,NA,197.5,465,"2",373.15,373.15,362.55,539.33,"Yes","","USAPL","2018-05-12","USA","FL","36th Annual Florida State Championships",715663,3
"Michele Robinson","F","SBD","Raw",48.5,"45-49","FR-M1",109,"84+",87.5,95,105,NA,105,62.5,67.5,72.5,NA,72.5,92.5,100,110,NA,110,287.5,"1",234.21,256.93,199.44,404.76,"Yes","UK","USAPL","2016-07-09","USA","AZ","2nd Annual Route 66 Classic",699033,3
"Ruslan Popov","M","SBD","Raw",42,"40-44","O",103.7,"110",200,220,-245,NA,220,150,160,170,NA,170,200,220,240,NA,240,630,"1",378.14,385.7,363,545.85,"","","WPC","2016-11-16","Russia","","Russian Championships",1218619,3
"Riccardo Rollo","M","SBD","Single-ply",28.5,"24-34","Open",91.84,"93",285,300,-310,NA,300,-195,202.5,212.5,NA,212.5,275,-300,-300,NA,275,787.5,"2",497.69,497.69,479.39,611.52,"Yes","Italy","EPF","2015-09-11","Spain","","Western European Powerlifting Championships",786564,3
"Camryn Shulsinger","F","SBD","Raw",19.5,"20-23","FR-O",61.9,"63",65,-72.5,75,NA,75,45,-50,-50,NA,45,90,102.5,-115,NA,102.5,222.5,"6",242.18,249.44,213.89,381.74,"Yes","","USAPL","2018-12-15","USA","SC","South Carolina State Championships",751233,3
"Natasha Atkinson","F","SBD","Raw",53.5,"50-54","FR-M2",70.9,"72",132.5,137.5,-140,NA,137.5,70,75,77.5,NA,77.5,145,152.5,157.5,NA,157.5,372.5,"1",367.36,434.95,323.72,611.56,"Yes","","USAPL","2018-10-11","USA","WA","Raw Nationals",720585,3
"Kendall Holderfield","M","SBD","Raw",24,"24-34","MR-O",108,"120",210,230,235,NA,235,162.5,-170,170,NA,170,240,255,-270,NA,255,660,"2",390.66,390.66,374.48,561.9,"Yes","","USAPL","2015-12-12","USA","GA","Georgia & Southern States",741163,3
"Jennifer Newton","F","SBD","Raw",22.5,"20-23","F-C-U23",62.2,"63",105,110,115,NA,115,57.5,60,-62.5,NA,60,135,145,150,NA,150,325,"3",352.44,352.44,311.26,564.81,"Yes","UK","ScottishPL","2018-10-21","Scotland","","Scottish Juniors",1273829,3
"Sabine Guillaume","F","SBD","Multi-ply",44,"40-44","O",46.9,"48",120,125,NA,NA,125,65,70,-72.5,NA,70,140,150,152.5,NA,152.5,347.5,"1",468.07,488.2,417.32,554.07,"","France","GPC","2008-05-12","Czechia","","European Championships",1236397,4
"Tetyana Shlopko","F","SBD","Single-ply",19.5,"20-23","Juniors",46.9,"47",140,147.5,-155,NA,147.5,80,85,-87.5,NA,85,140,-150,-150,NA,140,372.5,"3",501.74,516.8,447.34,586.78,"Yes","Ukraine","IPF","2016-09-03","Poland","","World Sub-Juniors & Juniors Powerlifting Championships",1039160,3
"John Dalessio","M","SBD","Single-ply",44.5,"40-44","Masters 1",82.26,"83",260,-272.5,-272.5,NA,260,177.5,182.5,187.5,NA,187.5,247.5,260,267.5,NA,267.5,715,"2",479.82,500.45,463.25,596.54,"Yes","USA","IPF","2013-09-24","USA","FL","World Masters Powerlifting Championships",1039656,3
"Martin Drake","M","SBD","Raw",48.5,"45-49","M 45-49",90,"90",NA,NA,NA,160,157.5,NA,NA,NA,138,137.5,NA,NA,NA,205,202.5,497.5,"2",317.6,348.41,306.06,453.81,"Yes","USA","AAU","2000-01-01","USA","","Powerlifting Nationals",180358,9
"Andre' Easter II","M","SBD","Raw",25.5,"24-34","MR-O",90.7,"93",222.5,235,242.5,NA,242.5,175,185,-190,NA,185,240,247,257.5,NA,257.5,685,"2",435.59,435.59,419.7,653.49,"Yes","","USAPL","2016-06-04","USA","NC","North Carolina State Championships",745604,3
"Kane Latham","M","BD","Raw",32,"24-34","M-OR",103.2,"110",NA,NA,NA,NA,NA,115,122.5,130,NA,130,220,235,-250,NA,235,365,"28",219.47,219.47,210.72,NA,"","Australia","GPC-AUS","2017-12-03","Australia","","Tri-Nations Push/Pull",2814,8
"Marc Lariza","M","SBD","Raw",22.5,"20-23","MR-C",65.3,"66",142.5,152.5,155,NA,155,95,-100,-100,NA,95,185,190,195,NA,195,445,"2",352.51,352.51,342.3,505.97,"Yes","","USAPL","2016-12-10","USA","WA","Team Phoinix Holiday Classic",666713,3
"Susan Paxson","F","SBD","Raw",65,"65-69","FR-M3",82.3,"84",67.5,72.5,82.5,NA,82.5,35,40,47.5,NA,47.5,102.5,112.5,-122.5,NA,112.5,242.5,"1",218.52,323.41,191.31,375.61,"Yes","","USAPL","2018-09-01","USA","FL","2nd Annual North Florida Open Championships",724277,3
"Eemeli Salomäki","M","SBD","Wraps",30,"24-34","M-O-RC",80,"82.5",155,170,180,NA,180,125,132.5,-140,NA,132.5,187.5,200,212.5,NA,212.5,525,"10",358.42,358.42,346.23,524.88,"","Finland","WPC-Finland","2018-05-26","Finland","","Finnish Nationals",1249911,3
"Anna-Rina Rahim","F","SBD","Wraps",38.5,"35-39","Open",49.4,"52",-102.5,105,110,NA,110,52.5,-57.5,57.5,NA,57.5,145,155,-162.5,NA,155,322.5,"2",418.09,418.09,371.48,630.67,"","","MPA","2018-03-17","Malaysia","","Championships",914013,3
"Cass Pickard","F","SBD","Raw",39.5,"35-39","Masters 1",67.9,"72",125,132.5,140,NA,140,62.5,65,67.5,NA,67.5,160,167.5,175,NA,175,382.5,"1",388.74,388.74,342.89,640.61,"Yes","Australia","OceaniaPF","2014-12-08","Australia","VIC","Asia & Oceania Championships",1275774,3
"Rabah Bouchakour Ali","M","SBD","Single-ply",60.5,"60-64","Masters 3",79.8,"82.5",190,205,-215,NA,205,130,135,-137.5,NA,135,200,220,-230,NA,220,560,"3",382.92,513.11,369.92,488.7,"Yes","France","IPF","2006-10-02","USA","TX","World Masters Powerlifting Championships",1029691,3
"Olesya Kononovich","F","SBD","Single-ply",22.5,"20-23","Juniors",66.6,"67.5",172.5,182.5,190,NA,190,115,-120,125,NA,125,150,-160,-160,NA,150,465,"2",479.21,479.21,422.82,603.72,"Yes","Russia","EPF","2010-06-08","Norway","","European Juniors Powerlifting Championships",773561,3
"Jeffrey Alookaran","M","SBD","Raw",22.5,"20-23","MR-Jr",58.5,"59",110,-127.5,127.5,NA,127.5,80,87.5,92.5,NA,92.5,160,177.5,-190,NA,177.5,397.5,"1",347.05,347.05,338.57,487.27,"Yes","","USAPL","2016-07-23","USA","FL","5th Annual Central Florida Powerlifting Championships",687538,3
"Jacques Beauverger","M","SBD","Single-ply",69.5,"65-69","Masters 4",71.4,"74",142.5,-150,-150,NA,142.5,85,90,-92.5,NA,90,180,-191,-191,NA,180,412.5,"2",304.54,490.3,294.93,402.05,"Yes","France","EPF","2016-07-12","Czechia","","European Masters Powerlifting Championships",781099,3
"Eimantas Sarpalis","M","SBD","Raw",25,"24-34","M_O_R_BPU",107.45,"110",180,205,212.5,NA,212.5,130,155,160,NA,160,220,240,260,NA,260,632.5,"1",375,375,359.55,536.61,"","","BPU","2018-08-25","England","","Southern Qualifier",157292,3
"Thomas Lehmeier","M","SBD","Single-ply",25,"24-34","Open",83,"83",245,-260,265,NA,265,145,150,-155,NA,150,225,252.5,-270,NA,252.5,667.5,"2",445.56,445.56,430.09,557.93,"Yes","","BVDK","2016-06-11","Germany","BY","Bayrische Meisterschaft im Kraftdreikampf",19788,3
"Shane Walters","M","SBD","Raw",28.5,"24-34","MR-O",89.7,"93",215,227.5,237.5,NA,237.5,140,147.5,-155,NA,147.5,222.5,235,245,NA,245,630,"1",402.87,402.87,388.27,598.55,"Yes","","USAPL","2018-03-10","USA","FL","3rd Annual Orlando Open Powerlifting Championships",676895,3
"Anna Miroshnichenko","F","SBD","Single-ply",17.5,"18-19","Open",55.85,"56",145,-155,155,NA,155,85,90,92.5,NA,92.5,150,162.5,-170,NA,162.5,410,"2",483.42,512.43,427.63,585.97,"Yes","Ukraine","UkrainePF","1998-02-26","Ukraine","","Ukrainian Powerlifting Championships",36842,3
"Yuriy Dosyuk","M","SBD","Single-ply",19.5,"20-23","Juniors",56,"56",140,155,165,NA,165,90,-95,-95,NA,90,150,170,180,NA,180,435,"2",396,407.88,387.23,497.46,"Yes","","UkrainePF","2004-03-03","Ukraine","","Ukrainian Junior Powerlifting Championships",26559,3
"Brad Walker","M","SBD","Wraps",21,"20-23","M-OR",58.3,"60",70,80,-90,NA,80,60,65,-70,NA,65,80,100,120,NA,120,265,"1",232.11,236.75,226.48,297.5,"","","GPC-AUS","2015-02-14","Australia","QLD","QLD States",4927,3
"Zaur Guseynov","M","SBD","Raw",26,"24-34","O",82.1,"82.5",185,200,-207.5,NA,200,135,142.5,-145,NA,142.5,220,240,-250,NA,240,582.5,"2",391.36,391.36,377.86,581.01,"","Russia","WPC","2013-04-04","Russia","","Eurasian Championships",1200785,3
"Andriy Nagirnyy","M","SBD","Single-ply",21.5,"20-23","Open",73.4,"75",255,-290,-300,NA,255,120,-132.5,132.5,NA,132.5,210,220,-225,NA,220,607.5,"13",439.53,443.92,425.37,552.56,"Yes","","UkrainePF","2004-03-02","Ukraine","","Ukrainian Powerlifting Championships",30113,3
"Volodymyr Svistunov","M","SBD","Single-ply",22.5,"20-23","Juniors",150.3,"125+",385,400,407.5,NA,407.5,285,295,300,NA,300,330,350,357.5,NA,357.5,1065,"2",589.09,589.09,556.55,634.88,"Yes","Ukraine","IPF","2010-09-27","Czechia","","World Sub-Juniors & Juniors Powerlifting Championships",1046880,3
"Vladimir Ladeyshchikov","M","SBD","Multi-ply",40,"40-44","M 40 - 44",98.5,"100",280,300,310,NA,310,150,-165,165,NA,165,280,297.5,-302.5,NA,297.5,772.5,"2",473.04,473.04,454.83,578.72,"","Russia","WPC-RUS","2008-03-18","Russia","","Russian National Championships",1206575,3
"Marek Kéri","M","SBD","Wraps",24.5,"24-34","O",80.7,"82.5",200,210,-217.5,NA,210,125,-130,130,NA,130,230,-242.5,242.5,NA,242.5,582.5,"3",395.51,395.51,381.99,588.03,"","Slovakia","CAST","2018-04-06","Slovakia","","Otvorené MSR v drepe a powerliftingu",1353151,3
"Robert Palmer #2","M","SBD","Single-ply",29.5,"24-34","Open",82.8,"83",310,320,-325,NA,320,225,230,232.5,NA,232.5,275,282.5,287.5,NA,287.5,840,"1",561.5,561.5,542.04,687.81,"Yes","UK","EPF","2012-05-08","Ukraine","","European Open Powerlifting Championships",778514,3
"Kyle Winstanley","M","SBD","Raw",30,"24-34","Open",86.4,"90",-187.5,187.5,195,NA,195,132.5,140,-147.5,NA,140,245,255,-257.5,NA,255,590,"2",384.89,384.89,371.23,569.3,"Yes","","RAW-CAN","2018-05-06","Canada","AB","Canadian Elite Championships",652185,3
"Mikhail Losev","M","SBD","Wraps",58,"55-59","55-59",81.9,"82.5",150,-160,-160,NA,150,90,95,-100,NA,95,160,170,180,NA,180,425,"1",285.97,369.18,276.11,401.7,"","Russia","WPC","2011-09-27","Russia","","World Cup",1243415,3
"Ian Konecnik","M","SBD","Raw",19.5,"20-23","MR-C",84.56,"93",200,215,-227.5,NA,215,125,135,-142.5,NA,135,230,255,-260,NA,255,605,"31",399.48,411.46,385.47,594.54,"Yes","","USAPL","2018-04-19","USA","TX","Collegiate Nationals",736594,3
"Byron Nichols","M","SBD","Single-ply",46,"45-49","Open",123.2,"125",305,325,330,NA,330,-265,-265,-265,NA,NA,275,295,-300,NA,295,NA,"DQ",NA,NA,NA,NA,"Yes","USA","USAPL","2012-11-03","USA","TX","Longhorn Open",181048,9
"Araliya Senerat","F","SBD","Raw",23.5,"24-34","FR-O",55.6,"57",87.5,97.5,-105,NA,97.5,37.5,45,-50,NA,45,107.5,117.5,125,NA,125,267.5,"7",316.52,316.52,280.01,485.9,"Yes","","USAPL","2016-04-30","USA","NY","SBWC Spring Classic",682402,3
"Paula Haapoja","F","SBD","Raw",44.5,"40-44","Over 40",68.95,"72",87.5,92.5,97.5,NA,97.5,50,52.5,55,NA,55,120,-125,NA,NA,120,272.5,"1",273.96,285.74,241.57,450.7,"Yes","","SVNL","2018-12-01","Finland","","Kansallinen klassinen voimanosto",1012498,4
"Nikolai Kurakin","M","SBD","Single-ply",27.5,"24-34","Open",87.2,"90",240,262.5,275,NA,275,175,182.5,187.5,NA,187.5,270,295,-315,NA,295,757.5,"2",491.67,491.67,474.13,607.7,"Yes","Ukraine","UkrainePF","1995-10-09","Ukraine","","Ukrainian Powerlifting Cup",26414,3
"Franck Jouveaux","M","SBD","Raw",44,"40-44","Masters 1",64.8,"66",180,191,195,NA,195,115,-120,-120,NA,115,210,230,-240,NA,230,540,"1",430.52,449.03,418.16,636.03,"Yes","France","FFForce","2016-03-04","France","","Championnats de France FA Masters",1257743,3
"Chelsea Savit","F","SBD","Raw",24.5,"24-34","Open",71.71,"72",155,165,172.5,NA,172.5,107.5,112.5,117.5,NA,117.5,185,195,202.5,NA,202.5,492.5,"1",482,482,424.61,806.26,"Yes","USA","NAPF","2016-03-05","USA","OH","Arnolds Slingshot Pro American",1376717,3
"Ondrej Hudák","M","SBD","Multi-ply",35.5,"35-39","O",107.4,"110",260,275,285,NA,285,-200,200,-215,NA,200,250,265,-275,NA,265,750,"6",444.74,444.74,426.41,538.95,"","Slovakia","GPC","2011-06-12","Hungary","","European Championships",1236202,3
